source_id,rq_id,population,event,age_range,sex,maturity,training_age,competitive_level,season,intervention,comparator,component_dose,component_order,separation_hours,target_interval_hours,actual_interval_hours,outcome_domain,outcome_measure,instrument_protocol,time_horizon,time_points,missingness,adverse_events,effect_estimate,uncertainty,individual_response,limitations,reviewer_1,reviewer_2,adjudication
"FRV2-G-015","RQ-G","Male elite adolescent athletics academy athletes; 117 athlete-seasons","ATHLETICS;BONE_INJURY;GROWTH_PLATE_INJURY","ADOLESCENT","MALE","SKELETAL_MATURITY_AND_GROWTH_RATE_MEASURED","NOT_REPORTED","ELITE_ACADEMY","NOT_REPORTED","Prospective observation of stature leg-length growth and skeletal maturity","Between-athlete growth-rate differences","One academy cohort across 117 athlete-seasons","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","GROWTH_INJURY_ASSOCIATION","Bone-injury and growth-plate-injury incidence-rate ratios","Prospective cohort; abstract-limited growth and injury measures","ATHLETE_SEASONS","REPEATED_GROWTH_AND_INJURY_SURVEILLANCE","Full-text missingness not available","Bone and growth-plate injuries observed prospectively","Per 1 SD higher stature growth rate: bone-injury IRR 1.5 and growth-plate IRR 2.1; leg-length growth also associated; greater skeletal maturity associated with fewer growth-plate injuries","95% CI 1.1-1.9 for bone IRR and 1.5-3.1 for growth-plate IRR","Individual response not reported; findings are cohort associations","Abstract-only; small male elite single academy; observational multiple measures and outcomes; IRRs cannot become individual risk maturity or clearance score","AI_EXTRACTION_LANE_1","PENDING_INDEPENDENT_EXTRACTION","PENDING_ADJUDICATION"
"FRV2-G-016","RQ-G","748 competitive high-school runners at baseline; follow-up for 428 girls and 273 boys","CROSS_COUNTRY;TRACK_AND_FIELD;STRESS_FRACTURE","HIGH_SCHOOL","442_FEMALE;306_MALE_AT_BASELINE","MENARCHE_RETAINED_AS_REPORTED_FACTOR","NOT_REPORTED","COMPETITIVE_HIGH_SCHOOL_RUNNERS","MULTIPLE_SEASONS","Prospective observation of stress fractures and baseline factors","Sex-stratified baseline-factor comparisons","Mean follow-up 2.3 seasons","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","STRESS_FRACTURE_ASSOCIATION;SEX_STRATIFIED_TRANSFER","Prospective stress fracture occurrence; prior fracture; reported sex-specific correlates","Prospective cohort; abstract-limited baseline self-report and injury follow-up","MEAN_2.3_SEASONS","SEASONAL_FOLLOW_UP","Follow-up data unavailable for 14 girls and 33 boys relative to baseline counts; reasons not retained","23 stress fractures in girls and 11 in boys","Stress fractures occurred in 5.4% of followed girls and 4.0% of followed boys; prior fracture was strongest factor in both sexes; female-specific associations included BMI below 19 later menarche and gymnastics or dance","Low event counts and multivariable observational uncertainty; confidence intervals not retained","Sex-specific factors differed; no individual predictive validity established","Abstract-only; older cohort self-reported factors low events; no causal thresholds; BMI sex menarche or sport history must not become automated score restriction or diagnosis","AI_EXTRACTION_LANE_1","PENDING_INDEPENDENT_EXTRACTION","PENDING_ADJUDICATION"
"FRV2-G-017","RQ-G","High-school and collegiate cross-country runners in prospective cohorts","CROSS_COUNTRY;RUNNING_RELATED_INJURY","HIGH_SCHOOL;COLLEGIATE","ALL","NOT_STANDARDIZED_ACROSS_STUDIES","NOT_REPORTED","COMPETITIVE_RUNNERS","NOT_REPORTED","Systematic review of prospective running-injury risk-factor cohorts","Heterogeneous risk-factor definitions and populations","Study-specific training sleep specialization injury history and RED-S-related factors","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","INJURY_ASSOCIATION;CERTAINTY;TRANSFER","Sex; prior injury; RED-S-related risk; training sleep and specialization factors","Systematic review; abstract-limited full methods and estimates","STUDY_SPECIFIC","STUDY_SPECIFIC","Study-level missingness not available from abstract","Running-related injuries synthesized; no product adverse-event rate","Sex and prior running-related injury were strongest predictors; moderate certainty for association of greater RED-S-related risk with injury especially BSI; low certainty for training sleep and specialization","Certainty varied by factor; numerical pooled estimates not retained","NOT_REPORTED","Abstract-only; mixed high-school and collegiate population; heterogeneous definitions; association cannot diagnose recurrence predict injury or justify readiness clearance","AI_EXTRACTION_LANE_1","PENDING_INDEPENDENT_EXTRACTION","PENDING_ADJUDICATION"
"FRV2-G-018","RQ-G","Adolescent athletes","BONE_STRESS_INJURY","ADOLESCENT","ALL","RAPID_GROWTH_RETAINED_AS_CONTEXT","NOT_REPORTED","VARIED_ADOLESCENT_ATHLETES","NOT_REPORTED","Narrative review of BSI risk diagnosis and management","Heterogeneous underlying adolescent studies","Load energy balance bone health biomechanics and psychological context considered clinically","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","BONE_STRESS_CONCERN;CLINICAL_HANDOFF","Incidence recurrence diagnosis and multidisciplinary management context","Narrative review of heterogeneous definitions and denominators","STUDY_SPECIFIC","STUDY_SPECIFIC","Minimal paediatric empirical evidence and heterogeneous reporting","BSI incidence and recurrence reported across included populations","Reported BSI incidence ranges 3.9%-19% and recurrence as high as 21% across cited adolescent populations","Ranges are heterogeneous and unsuitable for individual prediction","NOT_REPORTED","Narrative non-runner-only review; heterogeneous diagnosis and denominators; cannot infer BSI from load or provide diagnosis treatment management readiness or safety","AI_EXTRACTION_LANE_1","PENDING_INDEPENDENT_EXTRACTION","PENDING_ADJUDICATION"
"FRV2-G-019","RQ-G","Children and adolescents in repetitive youth sports; 448 reported patients across 128 reports","PERIPHYSEAL_STRESS_INJURY","CHILD;ADOLESCENT","ALL","SKELETAL_IMMATURITY_EXPLICIT","NOT_REPORTED","VARIED_YOUTH_SPORTS","NOT_REPORTED","Systematic review of primary periphyseal stress injuries","Heterogeneous case reports case series and other reports","One hundred one of 128 reports were case reports or series","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","GROWTH_PLATE_CONCERN;CLINICAL_HANDOFF","Growth disturbance surgery delayed presentation symptoms and imaging findings","Systematic review; abstract-limited and case-report dominated","STUDY_SPECIFIC","STUDY_SPECIFIC","Prospective incidence data sparse; case ascertainment selective","57 of 448 reported patients had growth disturbance and 28 underwent surgery","12.7% growth disturbance and 6.2% surgery among reported patients; delayed presentation appeared in harmful cases; some imaging changes were asymptomatic","Selection and publication bias make proportions non-population risks","Case presentation and symptoms varied","Abstract-only; case-report dominance mixed sports no symptom-screen validation; product cannot infer imaging diagnosis severity treatment or individual probability","AI_EXTRACTION_LANE_1","PENDING_INDEPENDENT_EXTRACTION","PENDING_ADJUDICATION"
"FRV2-G-020","RQ-G","Athletes age 19 or younger across seven studies","SLEEP;SPORTS_INJURY","UP_TO_19_YEARS","ALL","NOT_REPORTED","NOT_REPORTED","ADOLESCENT_ATHLETES","NOT_REPORTED","Observed chronic or acute sleep exposure","Better sleep exposure within observational studies","Seven heterogeneous studies","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SLEEP_INJURY_ASSOCIATION;ACUTE_UNCERTAINTY","Sports injury association for chronic poor sleep and acute sleep","Random-effects systematic review and meta-analysis; abstract-limited","STUDY_SPECIFIC","CHRONIC_AND_ACUTE_EXPOSURES","Study-level missingness not available","Sports injuries were outcomes; no product adverse-event rate","Chronic poor sleep associated with injury: random-effects OR 1.58; two acute-sleep studies conflicted","95% CI 1.05-2.37; only seven studies; Level IV observational synthesis","NOT_REPORTED","Abstract-only; self-report and inconsistent definitions; association cannot make one poor night an injury prediction readiness clearance or medical stop","AI_EXTRACTION_LANE_1","PENDING_INDEPENDENT_EXTRACTION","PENDING_ADJUDICATION"
"FRV2-G-021","RQ-G","Growing children and adolescents with apophyseal or osteochondral pain","GROWING_BONE_PAIN;RUNNING","CHILD;ADOLESCENT","ALL","GROWING_SKELETON_EXPLICIT","NOT_REPORTED","YOUTH_SPORTS","NOT_REPORTED","Clinical review of common growing-bone pain conditions","No questionnaire diagnosis comparator","History examination and sometimes imaging determine clinical diagnosis","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","PAIN_FUNCTION_CONCERN;CLINICAL_HANDOFF","Localized tenderness; limp; activity limitation; persistent pain; suspected serious pathology","Peer-reviewed clinical review with official open full text","CLINICAL_EPISODE","SYMPTOM_AND_EVALUATION_SPECIFIC","NOT_APPLICABLE","Growth-related pain conditions discussed; no product adverse-event estimate","Running can affect hip knee and ankle growth-related sites; persistent pain or suspected serious pathology warrants clinical evaluation","Much guidance is expert opinion or consensus without trials","NOT_REPORTED","Diagnosis-specific management is not product-transferable; no apophysitis tendon diagnosis imaging inference treatment or permission to run","AI_EXTRACTION_LANE_1","PENDING_INDEPENDENT_EXTRACTION","PENDING_ADJUDICATION"
"FRV2-G-022","RQ-G","Conceptual discussion focused on female athletes; male and diverse-athlete evidence gaps noted","FEMALE_ATHLETE_TRIAD;RED-S_CONCEPT","ADOLESCENT;ADULT","FEMALE","NOT_APPLICABLE","NOT_APPLICABLE","FEMALE_ATHLETES","NOT_REPORTED","Editorial critique of the original 2014 RED-S construct","Original IOC RED-S consensus interpretation","Conceptual comparison of RED-S and Female Athlete Triad models","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","CONCEPTUAL_DISAGREEMENT;NON_DIAGNOSIS_BOUNDARY","Scope and evidentiary claims of RED-S versus Triad","Peer-reviewed editorial commentary","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","Authors argued the original 2014 RED-S construct overreached then-available evidence and could obscure the Triad","Polemical commentary rather than comparative validation; addresses 2014 not 2023 model","NOT_REPORTED","Conceptual dispute reinforces clinician-facing referral and uncertainty; cannot automate labels scores thresholds or allegiance to either model","AI_EXTRACTION_LANE_1","PENDING_INDEPENDENT_EXTRACTION","PENDING_ADJUDICATION"
"SRC-PMID-26084524","RQ-G","Youth athletes across participation and performance levels","YOUTH_SPORT;MULTI_SPORT","YOUTH","ALL","INDIVIDUAL_DEVELOPMENT_RETAINED","NOT_REPORTED","ALL_LEVELS","NOT_REPORTED","IOC healthy inclusive sustainable and enjoyable youth-development principles","Blanket age sex body-size or performance exclusion","Individual development safeguarding participation benefit and athlete autonomy retained","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","YOUTH_TRANSFER;SAFEGUARDING;PARTICIPATION","Healthy sustainable development; individual pathways; non-participation and uncertainty","IOC consensus statement","LONG_TERM_DEVELOPMENT","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","Supports human-centred boundaries and respect for non-participation; supplies no Formation effect estimate","Broad expert principles with no runner-specific dose or referral threshold","Individual development is nonlinear and cannot be inferred from age","Broad multi-sport consensus; no 9.5-day efficacy safety prescription clearance or blanket exclusion authority","AI_EXTRACTION_LANE_1","PENDING_INDEPENDENT_EXTRACTION","PENDING_ADJUDICATION"
"SRC-PMID-33122252","RQ-G","Children and adolescent runners; evidence strongest in adolescents","YOUTH_RUNNING","YOUTH;ADOLESCENT","ALL","RETAINED_AS_CONTEXT","NOT_REPORTED","COMPETITIVE_AND_RECREATIONAL_YOUTH_RUNNERS","NOT_REPORTED","International youth-running consensus on individualized training nutrition health and participation decisions","Opinion-based age-distance recommendations","Individual and clinically judged decisions; no validated age-to-distance ceiling","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","YOUTH_RUNNER_TRANSFER;CLINICAL_HANDOFF","Evidence gaps; distance recommendations; pain illness nutrition energy and participation concerns","Consensus informed by literature and expert review","NOT_APPLICABLE","NOT_APPLICABLE","Preadolescent and puberty-specific evidence is especially sparse","Injury and health concerns discussed; no product adverse-event estimate","Suitable running distance by age is opinion-based and evidence is incomplete; explicit concerns support human review","No validated age-distance injury-prediction or clearance rule","NOT_REPORTED","Consensus with limited mostly adolescent evidence; cannot establish Formation efficacy safety causal thresholds age mileage permission or clearance","AI_EXTRACTION_LANE_1","PENDING_INDEPENDENT_EXTRACTION","PENDING_ADJUDICATION"
"SRC-PMID-34250468","RQ-F","113 competitive adolescent distance runners from England Athletics clubs","DISTANCE_RUNNING;TRACK_AND_FIELD","13-18_YEARS","MIXED_SEX;EXACT_COUNTS_NOT_RETAINED","NOT_REPORTED","NOT_REPORTED","COMPETITIVE_CLUB_RUNNERS","PREVIOUS_12_MONTHS","Retrospective online questionnaire of running-related injury and training practices","Sex and age-group descriptive comparisons; no intervention","One questionnaire completed April-December 2018 about previous 12 months","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","INJURY_EPIDEMIOLOGY;TRAINING_PRACTICE;TRANSFER","RRI incidence proportion and rate; body area; overuse mechanism; training frequency volume intensity; specialization","Cross-sectional self-report questionnaire with incidence proportion and participation-hour rate calculations","PREVIOUS_12_MONTHS","ONE_RETROSPECTIVE_SURVEY","Target sample was 151 and 113 participated; item-level missingness not retained","Running-related injuries were the observed outcome","All-RRI incidence proportion 68% and rate 6.3 per 1000 participation hours; knee foot or toes and lower leg common; 58% reported high specialization","95% CI 60%-77% for incidence proportion and 5.3-7.4 per 1000 hours for incidence rate","Training frequency increased with chronological age; individual trajectories not measured","Retrospective cross-sectional self-report; no maturity measurement; descriptive association only; cannot produce safe load injury prevention causal threshold readiness or safety inference","AI_EXTRACTION_LANE_1","PENDING_INDEPENDENT_EXTRACTION","PENDING_ADJUDICATION"
"SRC-PMID-37752011","RQ-G","Female and male athletes across sports and ages with low-energy-availability context","ENERGY_AVAILABILITY;RED-S;SPORT_PARTICIPATION","ADOLESCENT;ADULT","ALL","ADOLESCENT_CONTEXT_RETAINED","NOT_REPORTED","VARIED_ATHLETES","NOT_REPORTED","Correction-aware IOC RED-S clinical consensus and CAT2 framework","Single-threshold or automated consumer classification","Clinical syndrome assessment and sport-participation decisions by trained multidisciplinary team","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","CLINICAL_CONCERN_BOUNDARY;CORRECTION_AWARENESS","Health and performance consequences; clinician-facing assessment and participation framework","Official consensus article controlled by linked 2024 correction PMID 38325885","CLINICAL_CONTEXT_SPECIFIC","CLINICAL_ASSESSMENT","Original identity requires linked correction; extraction must use corrected text","Clinical syndrome consequences discussed; no product adverse-event estimate","Explicit fueling eating menstrual or hormonal recurrent bone-stress or clinician concern may only trigger qualified human review","Heterogeneous evolving construct with no single universally valid diagnostic threshold","NOT_REPORTED","Corrected consensus not youth-runner specific; CAT2 cannot be automated; no diagnosis body-size inference readiness return-to-play or safety claim; private notes remain zero-signal","AI_EXTRACTION_LANE_1","PENDING_INDEPENDENT_EXTRACTION","PENDING_ADJUDICATION"
"SRC-PMID-39197945","RQ-G","Elite youth athletes approaching international competition","ELITE_YOUTH_COMPETITION;MULTI_SPORT","YOUTH;ADOLESCENT","ALL","NONLINEAR_ASYNCHRONOUS_DEVELOPMENT_RETAINED","NOT_REPORTED","ELITE_INTERNATIONAL_PATHWAY","COMPETITION_CONTEXT","Child-centred elite-youth competition framework","Recent competition treated as automated recovery clearance","Individual pathways and protection from injury illness harassment and abuse","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","COMPETITION_CONTEXT;SAFEGUARDING;TRANSFER","Developmental context; schedule facts; injury illness harassment and abuse protections","IOC expert consensus","ELITE_YOUTH_PATHWAY","COMPETITION_AND_DEVELOPMENT_EVENTS","Missing or incompatible competition facts require coach review","Health and safeguarding harms discussed; no product adverse-event estimate","Recent competition is only a factual schedule anchor; it cannot prove recovery readiness or next-MAIN clearance","Elite Olympic context and expert synthesis; no Formation-specific test","Development is nonlinear and asynchronous","Indirect to ordinary youth runners; no automated post-competition clearance efficacy safety or 9.5-day superiority claim","AI_EXTRACTION_LANE_1","PENDING_INDEPENDENT_EXTRACTION","PENDING_ADJUDICATION"
"SRC-WEB-PRISMA-2020","RQ-F","Systematic-review reporting; no athlete population","REVIEW_METHODS","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","PRISMA 2020 transparent review reporting framework","Incomplete search screening and exclusion reporting","Reporting checklist and flow structure","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","RESEARCH_TRANSPARENCY;MISSINGNESS","Search sources dates screening exclusions flow and amendments","Official PRISMA 2020 reporting guidance","NOT_APPLICABLE","NOT_APPLICABLE","Missing databases and inaccessible full texts must be disclosed","NOT_APPLICABLE","Supports auditable search screening and exclusion reporting only; no sports-science effect estimate","NOT_APPLICABLE","NOT_APPLICABLE","Reporting guidance does not appraise evidence establish pilot progression validate 9.5 days or support efficacy safety or prescription authority","AI_EXTRACTION_LANE_1","PENDING_INDEPENDENT_EXTRACTION","PENDING_ADJUDICATION"
