source_id,rq_id,design,appraisal_tool,domain_judgments,overall_judgment,youth_directness,architecture_directness,outcome_compatibility,time_horizon_compatibility,correction_state,overlap_group,reviewer_1,reviewer_2,adjudication,human_confirmation,notes
FRV2-C-005,RQ-C,RANDOMIZED_CROSSOVER_TRIAL,RoB_2_CROSSOVER,FULL_METHOD=NOT_ASSESSABLE;SELECTION=NOT_ASSESSABLE;MEASUREMENT=NOT_ASSESSABLE;MISSING_DATA=NOT_ASSESSABLE;SELECTIVE_REPORTING=NOT_ASSESSABLE,NOT_ASSESSABLE,DIRECT,INDIRECT,PARTIAL,PARTIAL,PUBMED_METADATA_NO_NOTICE_FOUND_2026-07-17,NONE_IDENTIFIED,AI_APPRAISAL_LANE_1,NOT_APPLICABLE,PENDING_INDEPENDENT_APPRAISAL,PENDING_HUMAN,"Abstract-only evidence: the design-matched tool is named prospectively, but study-level concern is NOT_ASSESSABLE until full methods are reviewed. Six depth jumps followed by 10 min passive recovery improved acute running economy but not time to exhaustion; chronic scheduling transfer is unsupported."
FRV2-C-007,RQ-C,MATCHED_CONTROLLED_TRAINING_TRIAL,ROBINS_I,CONFOUNDING=HIGH_CONCERN;SELECTION=HIGH_CONCERN;INTERVENTION_CLASSIFICATION=REPORTED;DEVIATIONS=SOURCE_SPECIFIC;MISSING_DATA=SOURCE_SPECIFIC;OUTCOME_MEASUREMENT=SOURCE_SPECIFIC;SELECTIVE_REPORTING=NOT_VERIFIED,HIGH_CONCERN,INDIRECT,INDIRECT,PARTIAL,PARTIAL,PUBMED_METADATA_NO_NOTICE_FOUND_2026-07-17,FRV2-OVERLAP-RUNNER-STRENGTH-REVIEWS,AI_APPRAISAL_LANE_1,NOT_APPLICABLE,PENDING_INDEPENDENT_APPRAISAL,PENDING_HUMAN,"Lane-1 HIGH_CONCERN judgment applies only to the source's stated narrow use and is not GRADE certainty. It cannot validate 9.5-day optimality, safety, recovery clearance, or runtime authority. Morning endurance and afternoon strength plus heavy-to-plyometric complex pairs improved several outcomes; AM-PM hours and reverse order were not tested."
FRV2-C-010,RQ-C,CONTROLLED_TRAINING_TRIAL,ROBINS_I,CONFOUNDING=HIGH_CONCERN;SELECTION=HIGH_CONCERN;INTERVENTION_CLASSIFICATION=REPORTED;DEVIATIONS=SOURCE_SPECIFIC;MISSING_DATA=SOURCE_SPECIFIC;OUTCOME_MEASUREMENT=SOURCE_SPECIFIC;SELECTIVE_REPORTING=NOT_VERIFIED,HIGH_CONCERN,INDIRECT,INDIRECT,PARTIAL,PARTIAL,PUBMED_METADATA_NO_NOTICE_FOUND_2026-07-17,NONE_IDENTIFIED,AI_APPRAISAL_LANE_1,NOT_APPLICABLE,PENDING_INDEPENDENT_APPRAISAL,PENDING_HUMAN,"Lane-1 HIGH_CONCERN judgment applies only to the source's stated narrow use and is not GRADE certainty. It cannot validate 9.5-day optimality, safety, recovery clearance, or runtime authority. Speed endurance preceded heavy resistance in the same session while running volume was reduced; outcomes improved but reverse order was not tested."
FRV2-C-011,RQ-C,RANDOMIZED_TRAINING_TRIAL,RoB_2,FULL_METHOD=NOT_ASSESSABLE;SELECTION=NOT_ASSESSABLE;MEASUREMENT=NOT_ASSESSABLE;MISSING_DATA=NOT_ASSESSABLE;SELECTIVE_REPORTING=NOT_ASSESSABLE,NOT_ASSESSABLE,INDIRECT,INDIRECT,PARTIAL,PARTIAL,PUBMED_METADATA_NO_NOTICE_FOUND_2026-07-17,NONE_IDENTIFIED,AI_APPRAISAL_LANE_1,NOT_APPLICABLE,PENDING_INDEPENDENT_APPRAISAL,PENDING_HUMAN,"Abstract-only evidence: the design-matched tool is named prospectively, but study-level concern is NOT_ASSESSABLE until full methods are reviewed. Hill component evidence showed no clearly superior program for 5 km performance and did not test placement relative to strength or plyometrics."
FRV2-C-012,RQ-C,RANDOMIZED_CONTROLLED_TRIAL,RoB_2,RANDOMIZATION=NOT_VERIFIED;DEVIATIONS=SOME_CONCERNS;MISSING_OUTCOME_DATA=SOURCE_SPECIFIC;OUTCOME_MEASUREMENT=SOURCE_SPECIFIC;SELECTIVE_REPORTING=NOT_VERIFIED,SOME_CONCERNS,INDIRECT,INDIRECT,PARTIAL,PARTIAL,PUBMED_METADATA_NO_NOTICE_FOUND_2026-07-17,FRV2-OVERLAP-ALTERNATIVE-AEROBIC,AI_APPRAISAL_LANE_1,NOT_APPLICABLE,PENDING_INDEPENDENT_APPRAISAL,PENDING_HUMAN,"Lane-1 SOME_CONCERNS judgment applies only to the source's stated narrow use and is not GRADE certainty. It cannot validate 9.5-day optimality, safety, recovery clearance, or runtime authority. Small run-versus-cycle HIIT trial; habitual-training placement was not standardized and cycling cannot be inferred to be equivalent or lower fatigue."
FRV2-C-013,RQ-C,SYSTEMATIC_REVIEW_META_ANALYSIS,AMSTAR_2,PROTOCOL=NOT_VERIFIED;SEARCH=SOURCE_REPORTED;DUPLICATE_PROCESSES=NOT_VERIFIED;RISK_OF_BIAS_APPRAISAL=SOURCE_SPECIFIC;SYNTHESIS=SOME_CONCERNS;OVERLAP=RECORDED_SEPARATELY,SOME_CONCERNS,INDIRECT,INDIRECT,PARTIAL,PARTIAL,PUBMED_METADATA_NO_NOTICE_FOUND_2026-07-17,FRV2-OVERLAP-ALTERNATIVE-AEROBIC,AI_APPRAISAL_LANE_1,NOT_APPLICABLE,PENDING_INDEPENDENT_APPRAISAL,PENDING_HUMAN,"Lane-1 SOME_CONCERNS judgment applies only to the source's stated narrow use and is not GRADE certainty. It cannot validate 9.5-day optimality, safety, recovery clearance, or runtime authority. Pooled VO2max and running-performance effects were null with wide intervals; modality equivalence recovery benefit and placement are unsupported."
FRV2-C-015,RQ-C,SYSTEMATIC_REVIEW_META_ANALYSIS,AMSTAR_2,PROTOCOL=NOT_VERIFIED;SEARCH=SOURCE_REPORTED;DUPLICATE_PROCESSES=NOT_VERIFIED;RISK_OF_BIAS_APPRAISAL=SOURCE_SPECIFIC;SYNTHESIS=SOME_CONCERNS;OVERLAP=RECORDED_SEPARATELY,SOME_CONCERNS,INDIRECT,INDIRECT,PARTIAL,PARTIAL,PUBMED_METADATA_NO_NOTICE_FOUND_2026-07-17,FRV2-OVERLAP-ADULT-CONCURRENT-META,AI_APPRAISAL_LANE_1,NOT_APPLICABLE,PENDING_INDEPENDENT_APPRAISAL,PENDING_HUMAN,"Lane-1 SOME_CONCERNS judgment applies only to the source's stated narrow use and is not GRADE certainty. It cannot validate 9.5-day optimality, safety, recovery clearance, or runtime authority. Maximal strength and hypertrophy were null overall while explosive strength showed a small same-session interference signal; adult subgroup bins are not youth thresholds."
FRV2-C-016,RQ-C,SYSTEMATIC_REVIEW_META_ANALYSIS,AMSTAR_2,PROTOCOL=NOT_VERIFIED;SEARCH=SOURCE_REPORTED;DUPLICATE_PROCESSES=NOT_VERIFIED;RISK_OF_BIAS_APPRAISAL=SOURCE_SPECIFIC;SYNTHESIS=SOME_CONCERNS;OVERLAP=RECORDED_SEPARATELY,SOME_CONCERNS,INDIRECT,INDIRECT,PARTIAL,PARTIAL,PUBMED_METADATA_NO_NOTICE_FOUND_2026-07-17,FRV2-OVERLAP-ADULT-CONCURRENT-META,AI_APPRAISAL_LANE_1,NOT_APPLICABLE,PENDING_INDEPENDENT_APPRAISAL,PENDING_HUMAN,"Lane-1 SOME_CONCERNS judgment applies only to the source's stated narrow use and is not GRADE certainty. It cannot validate 9.5-day optimality, safety, recovery clearance, or runtime authority. Resistance-before-endurance favored dynamic strength only; aerobic hypertrophy and static strength outcomes were null and do not support a universal order."
FRV2-C-018,RQ-C,RANDOMIZED_CONTROLLED_TRIAL,RoB_2,FULL_METHOD=NOT_ASSESSABLE;SELECTION=NOT_ASSESSABLE;MEASUREMENT=NOT_ASSESSABLE;MISSING_DATA=NOT_ASSESSABLE;SELECTIVE_REPORTING=NOT_ASSESSABLE,NOT_ASSESSABLE,INDIRECT,INDIRECT,PARTIAL,PARTIAL,PUBMED_METADATA_NO_NOTICE_FOUND_2026-07-17,FRV2-OVERLAP-ADULT-CONCURRENT-PRIMARY,AI_APPRAISAL_LANE_1,NOT_APPLICABLE,PENDING_INDEPENDENT_APPRAISAL,PENDING_HUMAN,"Abstract-only evidence: the design-matched tool is named prospectively, but study-level concern is NOT_ASSESSABLE until full methods are reviewed. Resistance always preceded aerobic work with 0 h 6 h or 24 h separation; one indirect team-sport trial cannot define a youth threshold."
FRV2-C-019,RQ-C,RANDOMIZED_CONTROLLED_REHABILITATION_TRIAL,RoB_2,RANDOMIZATION=NOT_VERIFIED;DEVIATIONS=SOME_CONCERNS;MISSING_OUTCOME_DATA=SOURCE_SPECIFIC;OUTCOME_MEASUREMENT=SOURCE_SPECIFIC;SELECTIVE_REPORTING=NOT_VERIFIED,SOME_CONCERNS,INDIRECT,INDIRECT,PARTIAL,PARTIAL,PUBMED_METADATA_NO_NOTICE_FOUND_2026-07-17,FRV2-OVERLAP-ADULT-CONCURRENT-PRIMARY,AI_APPRAISAL_LANE_1,NOT_APPLICABLE,PENDING_INDEPENDENT_APPRAISAL,PENDING_HUMAN,"Lane-1 SOME_CONCERNS judgment applies only to the source's stated narrow use and is not GRADE certainty. It cannot validate 9.5-day optimality, safety, recovery clearance, or runtime authority. Immediate endurance-resistance order did not alter most adaptations; rehabilitation and detraining make transfer to trained youth runners very low."
FRV2-C-020,RQ-C,SYSTEMATIC_REVIEW_META_ANALYSIS,AMSTAR_2,FULL_METHOD=NOT_ASSESSABLE;SELECTION=NOT_ASSESSABLE;MEASUREMENT=NOT_ASSESSABLE;MISSING_DATA=NOT_ASSESSABLE;SELECTIVE_REPORTING=NOT_ASSESSABLE,NOT_ASSESSABLE,INDIRECT,INDIRECT,PARTIAL,PARTIAL,PUBMED_METADATA_NO_NOTICE_FOUND_2026-07-17,FRV2-OVERLAP-ADULT-CONCURRENT-META,AI_APPRAISAL_LANE_1,NOT_APPLICABLE,PENDING_INDEPENDENT_APPRAISAL,PENDING_HUMAN,"Abstract-only evidence: the design-matched tool is named prospectively, but study-level concern is NOT_ASSESSABLE until full methods are reviewed. Historical interference synthesis with modality frequency and duration moderators; retained below the updated review and not usable as a youth calendar rule."
FRV2-D-002,RQ-D,COMMENTARY,JBI_TEXT_AND_OPINION,FULL_METHOD=NOT_ASSESSABLE;SELECTION=NOT_ASSESSABLE;MEASUREMENT=NOT_ASSESSABLE;MISSING_DATA=NOT_ASSESSABLE;SELECTIVE_REPORTING=NOT_ASSESSABLE,NOT_ASSESSABLE,INDIRECT,NOT_APPLICABLE,DIRECT,NOT_APPLICABLE,NOT_VERIFIED,NONE_IDENTIFIED,AI_APPRAISAL_LANE_1,NOT_APPLICABLE,PENDING_INDEPENDENT_APPRAISAL,PENDING_HUMAN,"Abstract-only evidence: the design-matched tool is named prospectively, but study-level concern is NOT_ASSESSABLE until full methods are reviewed. Conceptual two-component framework; supports family identity but is not a validation study."
FRV2-D-003,RQ-D,COMPARATIVE_STUDY,ROBINS_I,FULL_METHOD=NOT_ASSESSABLE;SELECTION=NOT_ASSESSABLE;MEASUREMENT=NOT_ASSESSABLE;MISSING_DATA=NOT_ASSESSABLE;SELECTIVE_REPORTING=NOT_ASSESSABLE,NOT_ASSESSABLE,INDIRECT,INDIRECT,DIRECT,PARTIAL,NOT_VERIFIED,NONE_IDENTIFIED,AI_APPRAISAL_LANE_1,NOT_APPLICABLE,PENDING_INDEPENDENT_APPRAISAL,PENDING_HUMAN,"Abstract-only evidence: the design-matched tool is named prospectively, but study-level concern is NOT_ASSESSABLE until full methods are reviewed. Session-RPE related consistently to HR-based scores but absolute values differed; methods are not numerically interchangeable."
FRV2-D-006,RQ-D,COMPARATIVE_VALIDATION_STUDY,COSMIN_RISK_OF_BIAS_ADAPTED_NO_SCORE,FULL_METHOD=NOT_ASSESSABLE;SELECTION=NOT_ASSESSABLE;MEASUREMENT=NOT_ASSESSABLE;MISSING_DATA=NOT_ASSESSABLE;SELECTIVE_REPORTING=NOT_ASSESSABLE,NOT_ASSESSABLE,INDIRECT,INDIRECT,DIRECT,PARTIAL,NOT_VERIFIED,NONE_IDENTIFIED,AI_APPRAISAL_LANE_1,NOT_APPLICABLE,PENDING_INDEPENDENT_APPRAISAL,PENDING_HUMAN,"Abstract-only evidence: the design-matched tool is named prospectively, but study-level concern is NOT_ASSESSABLE until full methods are reviewed. CR10 and Borg 6-20 sRPE correlated r=.90 but produced different absolute values; scale ID and anchors must persist."
FRV2-D-007,RQ-D,NARRATIVE_REVIEW,SANRA_NO_SCORE,FULL_METHOD=NOT_ASSESSABLE;SELECTION=NOT_ASSESSABLE;MEASUREMENT=NOT_ASSESSABLE;MISSING_DATA=NOT_ASSESSABLE;SELECTIVE_REPORTING=NOT_ASSESSABLE,NOT_ASSESSABLE,INDIRECT,INDIRECT,DIRECT,PARTIAL,NOT_VERIFIED,NONE_IDENTIFIED,AI_APPRAISAL_LANE_1,NOT_APPLICABLE,PENDING_INDEPENDENT_APPRAISAL,PENDING_HUMAN,"Abstract-only evidence: the design-matched tool is named prospectively, but study-level concern is NOT_ASSESSABLE until full methods are reviewed. Defines sRPE as an entire-session average internal response; does not validate allocation to session components."
FRV2-D-008,RQ-D,LONGITUDINAL_METHOD_STUDY,METHOD_VALIDITY_AND_TRANSPARENCY_APPRAISAL_NO_SCORE,FULL_METHOD=NOT_ASSESSABLE;SELECTION=NOT_ASSESSABLE;MEASUREMENT=NOT_ASSESSABLE;MISSING_DATA=NOT_ASSESSABLE;SELECTIVE_REPORTING=NOT_ASSESSABLE,NOT_ASSESSABLE,INDIRECT,NOT_APPLICABLE,DIRECT,NOT_APPLICABLE,NOT_VERIFIED,NONE_IDENTIFIED,AI_APPRAISAL_LANE_1,NOT_APPLICABLE,PENDING_INDEPENDENT_APPRAISAL,PENDING_HUMAN,"Abstract-only evidence: the design-matched tool is named prospectively, but study-level concern is NOT_ASSESSABLE until full methods are reviewed. Individualized HR-lactate TRIMPi related to outcomes when group-average weighting did not; method identity and individual thresholds are required."
FRV2-D-009,RQ-D,PRIMARY_COMPARATIVE_STUDY,ROBINS_I,FULL_METHOD=NOT_ASSESSABLE;SELECTION=NOT_ASSESSABLE;MEASUREMENT=NOT_ASSESSABLE;MISSING_DATA=NOT_ASSESSABLE;SELECTIVE_REPORTING=NOT_ASSESSABLE,NOT_ASSESSABLE,INDIRECT,INDIRECT,DIRECT,PARTIAL,NOT_VERIFIED,NONE_IDENTIFIED,AI_APPRAISAL_LANE_1,NOT_APPLICABLE,PENDING_INDEPENDENT_APPRAISAL,PENDING_HUMAN,"Abstract-only evidence: the design-matched tool is named prospectively, but study-level concern is NOT_ASSESSABLE until full methods are reviewed. sRPE TRIMP and biomechanical load correlations were weak to moderate across three session types; separate measures must not be summed as one currency."
FRV2-D-010,RQ-D,LONGITUDINAL_VALIDATION_STUDY,COSMIN_RISK_OF_BIAS_ADAPTED_NO_SCORE,FULL_METHOD=NOT_ASSESSABLE;SELECTION=NOT_ASSESSABLE;MEASUREMENT=NOT_ASSESSABLE;MISSING_DATA=NOT_ASSESSABLE;SELECTIVE_REPORTING=NOT_ASSESSABLE,NOT_ASSESSABLE,INDIRECT,INDIRECT,DIRECT,PARTIAL,NOT_VERIFIED,NONE_IDENTIFIED,AI_APPRAISAL_LANE_1,NOT_APPLICABLE,PENDING_INDEPENDENT_APPRAISAL,PENDING_HUMAN,"Abstract-only evidence: the design-matched tool is named prospectively, but study-level concern is NOT_ASSESSABLE until full methods are reviewed. sRPE-TRIMP correlation varied from .811 in ergometer work to .258 in functional training; validity is modality-specific."
FRV2-D-011,RQ-D,DEVICE_VALIDATION_STUDY,COSMIN_RISK_OF_BIAS_ADAPTED_NO_SCORE,FULL_METHOD=NOT_ASSESSABLE;SELECTION=NOT_ASSESSABLE;MEASUREMENT=NOT_ASSESSABLE;MISSING_DATA=NOT_ASSESSABLE;SELECTIVE_REPORTING=NOT_ASSESSABLE,NOT_ASSESSABLE,INDIRECT,INDIRECT,DIRECT,PARTIAL,NOT_VERIFIED,NONE_IDENTIFIED,AI_APPRAISAL_LANE_1,NOT_APPLICABLE,PENDING_INDEPENDENT_APPRAISAL,PENDING_HUMAN,"Abstract-only evidence: the design-matched tool is named prospectively, but study-level concern is NOT_ASSESSABLE until full methods are reviewed. Wearable HR error differed by device and activity and was about 30% higher during activity than rest; model and protocol provenance are required."
FRV2-D-012,RQ-D,DEVICE_VALIDATION_STUDY,COSMIN_RISK_OF_BIAS_ADAPTED_NO_SCORE,FULL_METHOD=NOT_ASSESSABLE;SELECTION=NOT_ASSESSABLE;MEASUREMENT=NOT_ASSESSABLE;MISSING_DATA=NOT_ASSESSABLE;SELECTIVE_REPORTING=NOT_ASSESSABLE,NOT_ASSESSABLE,INDIRECT,INDIRECT,DIRECT,PARTIAL,NOT_VERIFIED,NONE_IDENTIFIED,AI_APPRAISAL_LANE_1,NOT_APPLICABLE,PENDING_INDEPENDENT_APPRAISAL,PENDING_HUMAN,"Abstract-only evidence: the design-matched tool is named prospectively, but study-level concern is NOT_ASSESSABLE until full methods are reviewed. Most devices measured some HR conditions adequately but no device estimated energy expenditure below 20% error; outcomes are non-equivalent."
FRV2-D-013,RQ-D,INSTRUMENT_VALIDATION_STUDY,COSMIN_RISK_OF_BIAS_ADAPTED_NO_SCORE,FULL_METHOD=NOT_ASSESSABLE;SELECTION=NOT_ASSESSABLE;MEASUREMENT=NOT_ASSESSABLE;MISSING_DATA=NOT_ASSESSABLE;SELECTIVE_REPORTING=NOT_ASSESSABLE,NOT_ASSESSABLE,INDIRECT,INDIRECT,DIRECT,PARTIAL,NOT_VERIFIED,NONE_IDENTIFIED,AI_APPRAISAL_LANE_1,NOT_APPLICABLE,PENDING_INDEPENDENT_APPRAISAL,PENDING_HUMAN,"Abstract-only evidence: the design-matched tool is named prospectively, but study-level concern is NOT_ASSESSABLE until full methods are reviewed. Distance MAPE ranged 3.2%-6.1% and error depended on environment activity and watch; brand-level validity flags are insufficient."
FRV2-D-014,RQ-D,SYSTEMATIC_REVIEW,AMSTAR_2,FULL_METHOD=NOT_ASSESSABLE;SELECTION=NOT_ASSESSABLE;MEASUREMENT=NOT_ASSESSABLE;MISSING_DATA=NOT_ASSESSABLE;SELECTIVE_REPORTING=NOT_ASSESSABLE,NOT_ASSESSABLE,INDIRECT,INDIRECT,DIRECT,PARTIAL,NOT_VERIFIED,NONE_IDENTIFIED,AI_APPRAISAL_LANE_1,NOT_APPLICABLE,PENDING_INDEPENDENT_APPRAISAL,PENDING_HUMAN,"Abstract-only evidence: the design-matched tool is named prospectively, but study-level concern is NOT_ASSESSABLE until full methods are reviewed. Validity varied by outcome and model; only four studies assessed reliability and distance energy HR evidence was limited or variable."
FRV2-D-015,RQ-D,YOUTH_IMPUTATION_STUDY,METHOD_VALIDITY_AND_TRANSPARENCY_APPRAISAL_NO_SCORE,FULL_METHOD=NOT_ASSESSABLE;SELECTION=NOT_ASSESSABLE;MEASUREMENT=NOT_ASSESSABLE;MISSING_DATA=NOT_ASSESSABLE;SELECTIVE_REPORTING=NOT_ASSESSABLE,NOT_ASSESSABLE,PARTIAL,INDIRECT,DIRECT,PARTIAL,NOT_VERIFIED,NONE_IDENTIFIED,AI_APPRAISAL_LANE_1,NOT_APPLICABLE,PENDING_INDEPENDENT_APPRAISAL,PENDING_HUMAN,"Abstract-only evidence: the design-matched tool is named prospectively, but study-level concern is NOT_ASSESSABLE until full methods are reviewed. Context-aware imputation outperformed simple methods in some analyses; imputed derivatives must remain separate from canonical observations."
FRV2-D-016,RQ-D,METHODOLOGICAL_COMMENTARY,JBI_TEXT_AND_OPINION,FULL_METHOD=NOT_ASSESSABLE;SELECTION=NOT_ASSESSABLE;MEASUREMENT=NOT_ASSESSABLE;MISSING_DATA=NOT_ASSESSABLE;SELECTIVE_REPORTING=NOT_ASSESSABLE,NOT_ASSESSABLE,INDIRECT,NOT_APPLICABLE,DIRECT,NOT_APPLICABLE,NOT_VERIFIED,NONE_IDENTIFIED,AI_APPRAISAL_LANE_1,NOT_APPLICABLE,PENDING_INDEPENDENT_APPRAISAL,PENDING_HUMAN,"Abstract-only evidence: the design-matched tool is named prospectively, but study-level concern is NOT_ASSESSABLE until full methods are reviewed. Real-world missingness may violate missing-completely-at-random and bias dashboards; coverage and reasons must be visible."
FRV2-D-017,RQ-D,TECHNICAL_STANDARD,AUTHORITY_METHOD_STAKEHOLDER_EVIDENCE_COI_APPRAISAL_NO_SCORE,AUTHORITY=IDENTIFIED;METHODS_TRANSPARENCY=LOW_CONCERN;STAKEHOLDER_RANGE=SOURCE_SPECIFIC;EVIDENCE_LINK=SOURCE_SPECIFIC;CONFLICT_DISCLOSURE=RECORDED_SEPARATELY,LOW_CONCERN,NOT_APPLICABLE,NOT_APPLICABLE,DIRECT,NOT_APPLICABLE,NOT_APPLICABLE,NONE_IDENTIFIED,AI_APPRAISAL_LANE_1,NOT_APPLICABLE,PENDING_INDEPENDENT_APPRAISAL,PENDING_HUMAN,"Lane-1 LOW_CONCERN judgment applies only to the source's stated narrow use and is not GRADE certainty. It cannot validate 9.5-day optimality, safety, recovery clearance, or runtime authority. Official W3C standard models entities activities agents derivation attribution revision and time; it is not sport-effect evidence."
FRV2-D-019,RQ-D,METHODOLOGICAL_SIMULATION,METHOD_VALIDITY_AND_TRANSPARENCY_APPRAISAL_NO_SCORE,QUESTION=STATED;ASSUMPTIONS=SOURCE_SPECIFIC;METHOD_TRANSPARENCY=SOME_CONCERNS;SENSITIVITY=SOURCE_SPECIFIC;EXTERNAL_VALIDITY=LIMITED_TO_STATED_METHOD_USE,SOME_CONCERNS,INDIRECT,NOT_APPLICABLE,DIRECT,NOT_APPLICABLE,NOT_VERIFIED,NONE_IDENTIFIED,AI_APPRAISAL_LANE_1,NOT_APPLICABLE,PENDING_INDEPENDENT_APPRAISAL,PENDING_HUMAN,"Lane-1 SOME_CONCERNS judgment applies only to the source's stated narrow use and is not GRADE certainty. It cannot validate 9.5-day optimality, safety, recovery clearance, or runtime authority. Coupling produced r=.52 despite independent weeks versus r=.01 when uncoupled; coupling method must be explicit."
FRV2-D-020,RQ-D,CASE_STUDY_COMMENTARY,JBI_CASE_REPORT_OR_SERIES,FULL_METHOD=NOT_ASSESSABLE;SELECTION=NOT_ASSESSABLE;MEASUREMENT=NOT_ASSESSABLE;MISSING_DATA=NOT_ASSESSABLE;SELECTIVE_REPORTING=NOT_ASSESSABLE,NOT_ASSESSABLE,INDIRECT,NOT_APPLICABLE,DIRECT,NOT_APPLICABLE,NOT_VERIFIED,NONE_IDENTIFIED,AI_APPRAISAL_LANE_1,NOT_APPLICABLE,PENDING_INDEPENDENT_APPRAISAL,PENDING_HUMAN,"Abstract-only evidence: the design-matched tool is named prospectively, but study-level concern is NOT_ASSESSABLE until full methods are reviewed. Counterevidence found mostly trivial coupled-versus-uncoupled effects in two datasets; no coupling variant is universally privileged."
FRV2-D-021,RQ-D,NARRATIVE_MODEL_PAPER,SANRA_NO_SCORE,FULL_METHOD=NOT_ASSESSABLE;SELECTION=NOT_ASSESSABLE;MEASUREMENT=NOT_ASSESSABLE;MISSING_DATA=NOT_ASSESSABLE;SELECTIVE_REPORTING=NOT_ASSESSABLE,NOT_ASSESSABLE,INDIRECT,INDIRECT,DIRECT,PARTIAL,NOT_VERIFIED,NONE_IDENTIFIED,AI_APPRAISAL_LANE_1,NOT_APPLICABLE,PENDING_INDEPENDENT_APPRAISAL,PENDING_HUMAN,"Abstract-only evidence: the design-matched tool is named prospectively, but study-level concern is NOT_ASSESSABLE until full methods are reviewed. Affirmative ACWR sweet-spot rationale retained as counterevidence history only; zones are not product rules."
FRV2-D-023,RQ-D,CLUSTER_RANDOMIZED_TRIAL,RoB_2_CLUSTER_RANDOMIZED,RANDOMIZATION=NOT_VERIFIED;DEVIATIONS=SOME_CONCERNS;MISSING_OUTCOME_DATA=SOURCE_SPECIFIC;OUTCOME_MEASUREMENT=SOURCE_SPECIFIC;SELECTIVE_REPORTING=NOT_VERIFIED,SOME_CONCERNS,PARTIAL,INDIRECT,DIRECT,PARTIAL,NOT_VERIFIED,NONE_IDENTIFIED,AI_APPRAISAL_LANE_1,NOT_APPLICABLE,PENDING_INDEPENDENT_APPRAISAL,PENDING_HUMAN,"Lane-1 SOME_CONCERNS judgment applies only to the source's stated narrow use and is not GRADE certainty. It cannot validate 9.5-day optimality, safety, recovery clearance, or runtime authority. Tested coupled 7:28 ACWR management and found no health-problem benefit; used only to deny ACWR plan authority."
FRV2-D-024,RQ-D,DESCRIPTIVE_EPIDEMIOLOGY,JBI_ANALYTICAL_CROSS_SECTIONAL,FULL_METHOD=NOT_ASSESSABLE;SELECTION=NOT_ASSESSABLE;MEASUREMENT=NOT_ASSESSABLE;MISSING_DATA=NOT_ASSESSABLE;SELECTIVE_REPORTING=NOT_ASSESSABLE,NOT_ASSESSABLE,INDIRECT,INDIRECT,DIRECT,PARTIAL,NOT_VERIFIED,NONE_IDENTIFIED,AI_APPRAISAL_LANE_1,NOT_APPLICABLE,PENDING_INDEPENDENT_APPRAISAL,PENDING_HUMAN,"Abstract-only evidence: the design-matched tool is named prospectively, but study-level concern is NOT_ASSESSABLE until full methods are reviewed. Across 22839 GPS sessions flag rates differed materially by weekly coupled uncoupled and EWMA methods; all calculation choices require provenance."
FRV2-E-001,RQ-E,METHODOLOGICAL_REVIEW,METHOD_VALIDITY_AND_TRANSPARENCY_APPRAISAL_NO_SCORE,FULL_METHOD=NOT_ASSESSABLE;SELECTION=NOT_ASSESSABLE;MEASUREMENT=NOT_ASSESSABLE;MISSING_DATA=NOT_ASSESSABLE;SELECTIVE_REPORTING=NOT_ASSESSABLE,NOT_ASSESSABLE,INDIRECT,NOT_APPLICABLE,DIRECT,NOT_APPLICABLE,NO_CORRECTION_OR_RETRACTION_FLAG_IN_PUBMED_AS_OF_2026-07-17,MEASUREMENT_RELIABILITY_METHODS,AI_APPRAISAL_LANE_1,NOT_APPLICABLE,PENDING_INDEPENDENT_APPRAISAL,PENDING_HUMAN,"Abstract-only evidence: the design-matched tool is named prospectively, but study-level concern is NOT_ASSESSABLE until full methods are reviewed. Separates bias and random error; CV SEM and limits of agreement require protocol-specific scale assumptions; supports error-aware level-3 claims only."
FRV2-E-003,RQ-E,METHODS_TUTORIAL,METHOD_VALIDITY_AND_TRANSPARENCY_APPRAISAL_NO_SCORE,FULL_METHOD=NOT_ASSESSABLE;SELECTION=NOT_ASSESSABLE;MEASUREMENT=NOT_ASSESSABLE;MISSING_DATA=NOT_ASSESSABLE;SELECTIVE_REPORTING=NOT_ASSESSABLE,NOT_ASSESSABLE,INDIRECT,NOT_APPLICABLE,DIRECT,NOT_APPLICABLE,NO_CORRECTION_OR_RETRACTION_FLAG_IN_PUBMED_AS_OF_2026-07-17,MEASUREMENT_RELIABILITY_METHODS,AI_APPRAISAL_LANE_1,NOT_APPLICABLE,PENDING_INDEPENDENT_APPRAISAL,PENDING_HUMAN,"Abstract-only evidence: the design-matched tool is named prospectively, but study-level concern is NOT_ASSESSABLE until full methods are reviewed. ICC model and SEM calculation provenance are required; MDC confidence level must be explicit."
