source_id,title,year,source_type,doi,pmid,pmcid,url,full_text_state,correction_state,population,event,age_range,sex,maturity,training_status,rq_tags,funding,conflicts,overlap_group,notes
FRV2-C-019,"The order of exercise during concurrent training for rehabilitation does not alter acute genetic expression, mitochondrial enzyme activity or improvements in muscle function",2014,RANDOMIZED_CONTROLLED_REHABILITATION_TRIAL,10.1371/journal.pone.0109189,25289940,PMC4188604,https://pmc.ncbi.nlm.nih.gov/articles/PMC4188604/,FULL_TEXT_VERIFIED,PUBMED_METADATA_NO_NOTICE_FOUND_2026-07-17,18 healthy inactive adults after two weeks unilateral knee immobilization,REHABILITATION;CYCLING;RESISTANCE_TRAINING,20 +/- 2 years,10 male; 8 female,ADULT,Inactive rehabilitation sample,RQ-C,NOT_VERIFIED,NOT_VERIFIED,FRV2-OVERLAP-ADULT-CONCURRENT-PRIMARY,Immediate endurance-resistance order did not alter most adaptations; rehabilitation and detraining make transfer to trained youth runners very low.
FRV2-C-020,Concurrent training: a meta-analysis examining interference of aerobic and resistance exercises,2012,SYSTEMATIC_REVIEW_META_ANALYSIS,10.1519/JSC.0b013e31823a3e2d,22002517,NOT_REPORTED,https://pubmed.ncbi.nlm.nih.gov/22002517/,ABSTRACT_ONLY,PUBMED_METADATA_NO_NOTICE_FOUND_2026-07-17,Adults across 21 concurrent-training studies,AEROBIC_AND_RESISTANCE_TRAINING,ADULT,MIXED,ADULT,Mixed adult training status,RQ-C,NOT_VERIFIED,NOT_VERIFIED,FRV2-OVERLAP-ADULT-CONCURRENT-META,Historical interference synthesis with modality frequency and duration moderators; retained below the updated review and not usable as a youth calendar rule.
FRV2-D-002,Internal and External Training Load: 15 Years On,2019,COMMENTARY,10.1123/ijspp.2018-0935,30614348,NOT_APPLICABLE,https://pubmed.ncbi.nlm.nih.gov/30614348/,ABSTRACT_ONLY,NOT_VERIFIED,Exercise-training populations generally,MULTI_SPORT,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,General training framework,RQ-D,NOT_VERIFIED,NOT_VERIFIED,NONE_IDENTIFIED,Conceptual two-component framework; supports family identity but is not a validation study.
FRV2-D-003,A new approach to monitoring exercise training,2001,COMPARATIVE_STUDY,10.1519/00124278-200102000-00019,11708692,NOT_APPLICABLE,https://pubmed.ncbi.nlm.nih.gov/11708692/,ABSTRACT_ONLY,NOT_VERIFIED,Cycling participants and basketball players,CYCLING_AND_BASKETBALL,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,Exercise participants; exact composition not verified,RQ-D,NOT_VERIFIED,NOT_VERIFIED,NONE_IDENTIFIED,Session-RPE related consistently to HR-based scores but absolute values differed; methods are not numerically interchangeable.
FRV2-D-006,Comparison of RPE (Rating of Perceived Exertion) Scales for Session RPE,2019,COMPARATIVE_VALIDATION_STUDY,10.1123/ijspp.2018-0637,30569764,NOT_APPLICABLE,https://pubmed.ncbi.nlm.nih.gov/30569764/,ABSTRACT_ONLY,NOT_VERIFIED,Recreational systematically training athletes across sports,MULTI_SPORT_INTERVAL_EXERCISE,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,Recreational trained,RQ-D,NOT_VERIFIED,NOT_VERIFIED,NONE_IDENTIFIED,CR10 and Borg 6-20 sRPE correlated r=.90 but produced different absolute values; scale ID and anchors must persist.
FRV2-D-007,25 Years of Session Rating of Perceived Exertion: Historical Perspective and Development,2021,NARRATIVE_REVIEW,10.1123/ijspp.2020-0599,33508782,NOT_APPLICABLE,https://pubmed.ncbi.nlm.nih.gov/33508782/,ABSTRACT_ONLY,NOT_VERIFIED,Patients through elite athletes across exercise modes,MULTI_SPORT,CHILD_TO_ADULT,BOTH,NOT_REPORTED,Mixed training status,RQ-D,NOT_VERIFIED,Method developers among authors,NONE_IDENTIFIED,Defines sRPE as an entire-session average internal response; does not validate allocation to session components.
FRV2-D-008,Relation between individualized training impulses and performance in distance runners,2009,LONGITUDINAL_METHOD_STUDY,10.1249/MSS.0b013e3181a6a959,19812506,NOT_APPLICABLE,https://pubmed.ncbi.nlm.nih.gov/19812506/,ABSTRACT_ONLY,NOT_VERIFIED,8 recreational long-distance runners,DISTANCE_RUNNING,NOT_REPORTED; mean 39.9 +/- 6.5 y,NOT_REPORTED,NOT_REPORTED,Recreational long-distance runners,RQ-D,NOT_VERIFIED,NOT_VERIFIED,NONE_IDENTIFIED,Individualized HR-lactate TRIMPi related to outcomes when group-average weighting did not; method identity and individual thresholds are required.
FRV2-D-009,"Do Training Load Metrics Agree? A Comparison of Session Rate of Perceived Exertion, Physiological and Biomechanical Load in Outdoor Running",2026,PRIMARY_COMPARATIVE_STUDY,10.1186/s40798-025-00969-9,41758294,PMC12949214,https://pmc.ncbi.nlm.nih.gov/articles/PMC12949214/,ABSTRACT_ONLY,NOT_VERIFIED,12 experienced runners,OUTDOOR_RUNNING,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,Experienced runners,RQ-D,NOT_VERIFIED,NOT_VERIFIED,NONE_IDENTIFIED,sRPE TRIMP and biomechanical load correlations were weak to moderate across three session types; separate measures must not be summed as one currency.
FRV2-D-010,Concurrent validity and reliability of the session rating of perceived exertion scale among high-trained rower during training sessions,2025,LONGITUDINAL_VALIDATION_STUDY,10.1186/s13102-025-01247-7,40646576,PMC12247353,https://pmc.ncbi.nlm.nih.gov/articles/PMC12247353/,ABSTRACT_ONLY,NOT_VERIFIED,30 professional rowers,ROWING,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,Professional rowers,RQ-D,NOT_VERIFIED,NOT_VERIFIED,NONE_IDENTIFIED,sRPE-TRIMP correlation varied from .811 in ergometer work to .258 in functional training; validity is modality-specific.
FRV2-D-011,Investigating sources of inaccuracy in wearable optical heart rate sensors,2020,DEVICE_VALIDATION_STUDY,10.1038/s41746-020-0226-6,32047863,PMC7010823,https://pmc.ncbi.nlm.nih.gov/articles/PMC7010823/,ABSTRACT_ONLY,NOT_VERIFIED,Adults spanning Fitzpatrick skin tones 1-6,MULTI_ACTIVITY_WEARABLE_VALIDATION,ADULT; exact range not verified,NOT_REPORTED,NOT_APPLICABLE,Mixed physical activity,RQ-D,NOT_VERIFIED,NOT_VERIFIED,NONE_IDENTIFIED,Wearable HR error differed by device and activity and was about 30% higher during activity than rest; model and protocol provenance are required.
FRV2-D-012,"Accuracy in Wrist-Worn, Sensor-Based Measurements of Heart Rate and Energy Expenditure in a Diverse Cohort",2017,DEVICE_VALIDATION_STUDY,10.3390/jpm7020003,28538708,PMC5491979,https://pmc.ncbi.nlm.nih.gov/articles/PMC5491979/,ABSTRACT_ONLY,NOT_VERIFIED,60 adults; 29 male and 31 female,RUNNING_WALKING_CYCLING_AND_REST,NOT_REPORTED; mean 38 +/- 11 y,29 MALE; 31 FEMALE,NOT_REPORTED,Diverse fitness levels,RQ-D,NOT_VERIFIED,NOT_VERIFIED,NONE_IDENTIFIED,Most devices measured some HR conditions adequately but no device estimated energy expenditure below 20% error; outcomes are non-equivalent.
FRV2-D-013,Accuracy of Distance Recordings in Eight Positioning-Enabled Sport Watches: Instrument Validation Study,2020,INSTRUMENT_VALIDATION_STUDY,10.2196/17118,32396865,PMC7381051,https://pmc.ncbi.nlm.nih.gov/articles/PMC7381051/,ABSTRACT_ONLY,NOT_VERIFIED,Eight consumer sport-watch models,RUNNING_WALKING_AND_CYCLING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Instrument validation,RQ-D,NOT_VERIFIED,NOT_VERIFIED,NONE_IDENTIFIED,Distance MAPE ranged 3.2%-6.1% and error depended on environment activity and watch; brand-level validity flags are insufficient.
FRV2-D-014,Review of Validity and Reliability of Garmin Activity Trackers,2020,SYSTEMATIC_REVIEW,10.1123/jmpb.2019-0035,32601613,PMC7323940,https://pmc.ncbi.nlm.nih.gov/articles/PMC7323940/,ABSTRACT_ONLY,NOT_VERIFIED,Adults across 32 validation studies,MULTI_ACTIVITY_WEARABLE_VALIDATION,ADULT,BOTH,NOT_REPORTED,Mixed adult activity levels,RQ-D,NOT_VERIFIED,NOT_VERIFIED,NONE_IDENTIFIED,Validity varied by outcome and model; only four studies assessed reliability and distance energy HR evidence was limited or variable.
FRV2-D-015,Evaluating Methods for Imputing Missing Data from Longitudinal Monitoring of Athlete Workload,2021,YOUTH_IMPUTATION_STUDY,10.52082/jssm.2021.188,33948096,PMC8057705,https://pmc.ncbi.nlm.nih.gov/articles/PMC8057705/,ABSTRACT_ONLY,NOT_VERIFIED,93 high-school basketball players,BASKETBALL,HIGH_SCHOOL; exact range not reported,45 FEMALE; 48 MALE,NOT_REPORTED,High-school athletes,RQ-D,NOT_VERIFIED,NOT_VERIFIED,NONE_IDENTIFIED,Context-aware imputation outperformed simple methods in some analyses; imputed derivatives must remain separate from canonical observations.
FRV2-D-016,Missing Data in Sport Science: A Didactic Example Using Wearables in American Football,2023,METHODOLOGICAL_COMMENTARY,10.1007/s40279-023-01829-w,37027076,NOT_APPLICABLE,https://pubmed.ncbi.nlm.nih.gov/37027076/,ABSTRACT_ONLY,NOT_VERIFIED,Illustrative American-football wearable data,AMERICAN_FOOTBALL,NOT_VERIFIED,NOT_VERIFIED,NOT_REPORTED,Athlete monitoring example,RQ-D,NOT_VERIFIED,NOT_VERIFIED,NONE_IDENTIFIED,Real-world missingness may violate missing-completely-at-random and bias dashboards; coverage and reasons must be visible.
FRV2-D-017,PROV-O: The PROV Ontology,2013,TECHNICAL_STANDARD,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,https://www.w3.org/TR/prov-o/,FULL_TEXT_VERIFIED,NOT_APPLICABLE,NOT_APPLICABLE,DATA_PROVENANCE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,RQ-D,NOT_APPLICABLE,W3C Recommendation process,NONE_IDENTIFIED,Official W3C standard models entities activities agents derivation attribution revision and time; it is not sport-effect evidence.
FRV2-D-019,Mathematical coupling causes spurious correlation within the conventional acute-to-chronic workload ratio calculations,2017,METHODOLOGICAL_SIMULATION,10.1136/bjsports-2017-098110,NOT_VERIFIED,NOT_APPLICABLE,https://research.tees.ac.uk/ws/files/4186784/621518.pdf,FULL_TEXT_VERIFIED,NOT_VERIFIED,Hypothetical 1000-player squad based on elite Australian-football distributions,AUSTRALIAN_FOOTBALL_ACWR_SIMULATION,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Hypothetical elite-sport distribution,RQ-D,NOT_REPORTED,NONE_DECLARED,NONE_IDENTIFIED,Coupling produced r=.52 despite independent weeks versus r=.01 when uncoupled; coupling method must be explicit.
FRV2-D-020,Does Mathematical Coupling Matter to the Acute to Chronic Workload Ratio? A Case Study From Elite Sport,2019,CASE_STUDY_COMMENTARY,10.1123/ijspp.2018-0874,31672929,NOT_APPLICABLE,https://pubmed.ncbi.nlm.nih.gov/31672929/,ABSTRACT_ONLY,NOT_VERIFIED,International-level basketball and weightlifting athletes,BASKETBALL_AND_WEIGHTLIFTING_ACWR,ADULT; exact range not reported,NOT_REPORTED,NOT_REPORTED,International elite athletes,RQ-D,NOT_VERIFIED,NOT_VERIFIED,NONE_IDENTIFIED,Counterevidence found mostly trivial coupled-versus-uncoupled effects in two datasets; no coupling variant is universally privileged.
FRV2-D-021,The training-injury prevention paradox: should athletes be training smarter and harder?,2016,NARRATIVE_MODEL_PAPER,10.1136/bjsports-2015-095788,26758673,PMC4789704,https://pmc.ncbi.nlm.nih.gov/articles/PMC4789704/,ABSTRACT_ONLY,NOT_VERIFIED,Athletes across mostly team-sport evidence,MULTI_SPORT_ACWR,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,Mostly team-sport athletes,RQ-D,NOT_VERIFIED,Author-developed ACWR model; exact disclosure not verified,NONE_IDENTIFIED,Affirmative ACWR sweet-spot rationale retained as counterevidence history only; zones are not product rules.
FRV2-D-023,Does load management using the acute:chronic workload ratio prevent health problems? A cluster randomised trial of 482 elite youth footballers of both sexes,2021,CLUSTER_RANDOMIZED_TRIAL,10.1136/bjsports-2020-103003,33036995,NOT_APPLICABLE,https://bjsm.bmj.com/content/55/2/108,FULL_TEXT_VERIFIED,NOT_VERIFIED,482 elite Norwegian U19 football players across 34 teams,YOUTH_FOOTBALL_ACWR,U19,BOTH,NOT_REPORTED,Elite youth footballers,RQ-D,NOT_VERIFIED,NOT_VERIFIED,NONE_IDENTIFIED,Tested coupled 7:28 ACWR management and found no health-problem benefit; used only to deny ACWR plan authority.
FRV2-D-024,Comparison of Weekly Training Load and Acute: Chronic Workload Ratio Methods to Estimate Change in Training Load in Running,2024,DESCRIPTIVE_EPIDEMIOLOGY,10.4085/1062-6050-0430.23,38291782,PMC11537214,https://pmc.ncbi.nlm.nih.gov/articles/PMC11537214/,ABSTRACT_ONLY,NOT_VERIFIED,430 recreational runners; 73.3% men,RUNNING,NOT_REPORTED; mean 44.3 +/- 12.2 y,73.3% MALE; remainder not extracted,NOT_REPORTED,Recreational runners,RQ-D,NOT_VERIFIED,NOT_VERIFIED,NONE_IDENTIFIED,Across 22839 GPS sessions flag rates differed materially by weekly coupled uncoupled and EWMA methods; all calculation choices require provenance.
FRV2-E-001,Statistical methods for assessing measurement error (reliability) in variables relevant to sports medicine,1998,METHODOLOGICAL_REVIEW,10.2165/00007256-199826040-00002,9820922,NOT_REPORTED,https://pubmed.ncbi.nlm.nih.gov/9820922/,ABSTRACT_ONLY,NO_CORRECTION_OR_RETRACTION_FLAG_IN_PUBMED_AS_OF_2026-07-17,sports medicine measurement populations,test-retest reliability and measurement error,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,MIXED_OR_NOT_REPORTED,RQ-E,NOT_EXTRACTED_IN_RQ_E_SEARCH,NOT_EXTRACTED_IN_RQ_E_SEARCH,MEASUREMENT_RELIABILITY_METHODS,Separates bias and random error; CV SEM and limits of agreement require protocol-specific scale assumptions; supports error-aware level-3 claims only.
FRV2-E-003,Quantifying test-retest reliability using the intraclass correlation coefficient and the SEM,2005,METHODS_TUTORIAL,10.1519/15184.1,15705040,NOT_REPORTED,https://pubmed.ncbi.nlm.nih.gov/15705040/,ABSTRACT_ONLY,NO_CORRECTION_OR_RETRACTION_FLAG_IN_PUBMED_AS_OF_2026-07-17,test-retest measurement populations,ICC and SEM estimation,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,RQ-E,NOT_EXTRACTED_IN_RQ_E_SEARCH,NOT_EXTRACTED_IN_RQ_E_SEARCH,MEASUREMENT_RELIABILITY_METHODS,ICC model and SEM calculation provenance are required; MDC confidence level must be explicit.
FRV2-E-004,"Validity, reliability and sensitivity of measures of sporting performance",2008,SPORTS_MEASUREMENT_REVIEW,10.2165/00007256-200838040-00003,18348590,NOT_REPORTED,https://pubmed.ncbi.nlm.nih.gov/18348590/,ABSTRACT_ONLY,NO_CORRECTION_OR_RETRACTION_FLAG_IN_PUBMED_AS_OF_2026-07-17,athletes and sporting-performance tests,sport performance testing,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,MIXED_OR_NOT_REPORTED,RQ-E,NOT_EXTRACTED_IN_RQ_E_SEARCH,NOT_EXTRACTED_IN_RQ_E_SEARCH,MEASUREMENT_RELIABILITY_METHODS,Validity reliability and sensitivity are separate; a reliable proxy cannot support a claim if it does not represent the target construct.
FRV2-E-006,A Statistical Framework to Interpret Individual Response to Intervention: Paving the Way for Personalized Nutrition and Exercise Prescription,2018,APPLIED_STATISTICAL_FRAMEWORK,10.3389/fnut.2018.00041,29892599,PMC5985399,https://pmc.ncbi.nlm.nih.gov/articles/PMC5985399/,FULL_TEXT_VERIFIED,NO_CORRECTION_OR_RETRACTION_FLAG_IN_PUBMED_AS_OF_2026-07-17,exercise and nutrition intervention populations,individual response and meaningful change,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,MIXED_OR_NOT_REPORTED,RQ-E,NOT_EXTRACTED_IN_RQ_E_SEARCH,NOT_EXTRACTED_IN_RQ_E_SEARCH,INDIVIDUAL_RESPONSE_METHODS,Combines typical error confidence intervals and SWC; error exceedance and worthwhile magnitude remain distinct and noncausal.
FRV2-E-007,Individual response to exercise training - a statistical perspective,2015,METHODOLOGICAL_REVIEW,10.1152/japplphysiol.00714.2014,25663672,NOT_REPORTED,https://pubmed.ncbi.nlm.nih.gov/25663672/,ABSTRACT_ONLY,NO_CORRECTION_OR_RETRACTION_FLAG_IN_PUBMED_AS_OF_2026-07-17,exercise-training participants,subject-by-training response,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,MIXED_OR_NOT_REPORTED,RQ-E,NOT_EXTRACTED_IN_RQ_E_SEARCH,NOT_EXTRACTED_IN_RQ_E_SEARCH,INDIVIDUAL_RESPONSE_METHODS,Measurement error and within-subject efficacy variation confound responder labels; stable personal response requires replicated interventions or contrasts.
FRV2-E-008,A Systematic Review Examining the Approaches Used to Estimate Interindividual Differences in Trainability and Classify Individual Responses to Exercise Training,2021,SYSTEMATIC_REVIEW,10.3389/fphys.2021.665044,34819869,PMC8606564,https://pmc.ncbi.nlm.nih.gov/articles/PMC8606564/,FULL_TEXT_VERIFIED,NO_CORRECTION_OR_RETRACTION_FLAG_IN_PUBMED_AS_OF_2026-07-17,human exercise-training studies,trainability and response classification,ADULT_AND_CLINICAL_MIXED,MIXED_OR_NOT_REPORTED,NOT_REPORTED,MIXED,RQ-E,NOT_EXTRACTED_IN_RQ_E_SEARCH,NOT_EXTRACTED_IN_RQ_E_SEARCH,INDIVIDUAL_RESPONSE_REVIEW_OVERLAP,Response rates inflate when classification ignores error and SWC or MCID; heterogeneous reviewed outcomes prevent universal thresholds.
FRV2-E-009,Mastering variation: variance components and personalised medicine,2016,STATISTICAL_METHODS_CRITIQUE,10.1002/sim.6739,26415869,PMC5054923,https://pmc.ncbi.nlm.nih.gov/articles/PMC5054923/,FULL_TEXT_VERIFIED,NO_CORRECTION_OR_RETRACTION_FLAG_IN_PUBMED_AS_OF_2026-07-17,clinical trial and personalised-medicine examples,variance components and replicated individual contrasts,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,CLINICAL_MIXED,RQ-E,NOT_EXTRACTED_IN_RQ_E_SEARCH,NOT_EXTRACTED_IN_RQ_E_SEARCH,INDIVIDUAL_RESPONSE_METHODS,Methodological opposition to naive personalization; observed between-person spread does not prove repeatable personal treatment response.
FRV2-E-010,"""Magnitude-based inference"": a statistical review",2015,STATISTICAL_CRITIQUE,10.1249/MSS.0000000000000451,25051387,PMC5642352,https://pmc.ncbi.nlm.nih.gov/articles/PMC5642352/,FULL_TEXT_VERIFIED,NO_CORRECTION_OR_RETRACTION_FLAG_IN_PUBMED_AS_OF_2026-07-17,sports science statistical applications,magnitude-based inference operating characteristics,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,RQ-E,NOT_EXTRACTED_IN_RQ_E_SEARCH,NOT_EXTRACTED_IN_RQ_E_SEARCH,MBI_CRITIQUE_FAMILY,MBI reduced-sample claims are not justified; use transparent intervals or a fully specified Bayesian model while separately justifying important effects.
FRV2-E-011,"The Problem with ""Magnitude-based Inference""",2018,STATISTICAL_SIMULATION_CRITIQUE,10.1249/MSS.0000000000001645,29683920,NOT_REPORTED,https://pubmed.ncbi.nlm.nih.gov/29683920/,ABSTRACT_ONLY,NO_CORRECTION_OR_RETRACTION_FLAG_IN_PUBMED_AS_OF_2026-07-17,sports science statistical applications,MBI type-I and type-II error simulation,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,RQ-E,NOT_EXTRACTED_IN_RQ_E_SEARCH,NOT_EXTRACTED_IN_RQ_E_SEARCH,MBI_CRITIQUE_FAMILY,MBI can inflate type-I error at small samples; a likely-worthwhile label cannot substitute for a valid uncertainty model.
FRV2-E-013,Design and Implementation of N-of-1 Trials: A User's Guide,2014,GOVERNMENT_METHODS_GUIDE,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,https://effectivehealthcare.ahrq.gov/products/n-1-trials/research-2014-1,FULL_TEXT_VERIFIED,NO_CORRECTION_OR_RETRACTION_NOTICE_FOUND_ON_OFFICIAL_RECORD_AS_OF_2026-07-17,patients clinicians and N-of-1 trial designers,randomized periods repeated assessment onset carryover and washout,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,CLINICAL_MIXED,RQ-E,US_AHRQ_REPORT,NOT_EXTRACTED_IN_RQ_E_SEARCH,N_OF_1_METHODS_FAMILY,Period length and washout are intervention-specific; training carryover may be the intended adaptation and cannot be replaced by a universal period rule.
FRV2-E-014,The Single-Case Reporting Guideline In Behavioural Interventions (SCRIBE) 2016 Statement,2017,REPORTING_GUIDELINE,10.1080/09602011.2016.1190533,27499422,PMC5214372,https://pmc.ncbi.nlm.nih.gov/articles/PMC5214372/,FULL_TEXT_VERIFIED,NO_CORRECTION_OR_RETRACTION_FLAG_IN_PUBMED_AS_OF_2026-07-17,behavioral-intervention single cases,SCED reporting and transparency,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,MIXED_OR_NOT_REPORTED,RQ-E,NOT_EXTRACTED_IN_RQ_E_SEARCH,NOT_EXTRACTED_IN_RQ_E_SEARCH,N_OF_1_REPORTING_GUIDELINES,Requires phase outcome fidelity analysis and deviation reporting; checklist completion is not causal validity or a safety gate.
FRV2-E-015,Single-Case Design Technical Documentation,2010,GOVERNMENT_DESIGN_STANDARD,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,https://ies.ed.gov/ncee/wwc/Document/229,FULL_TEXT_VERIFIED,NO_CORRECTION_OR_RETRACTION_NOTICE_FOUND_ON_OFFICIAL_RECORD_AS_OF_2026-07-17,education and behavioral single-case evidence,SCED design and visual evidence standards,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,MIXED_OR_NOT_REPORTED,RQ-E,US_INSTITUTE_OF_EDUCATION_SCIENCES,NOT_EXTRACTED_IN_RQ_E_SEARCH,SCED_STANDARDS_FAMILY,WWC phase-point rules are design-specific evidence-review standards and must not become a universal athlete baseline n or freshness threshold.
FRV2-E-016,Waiting for baseline stability in single-case designs: Is it worth the time and effort?,2023,MONTE_CARLO_METHOD_STUDY,10.3758/s13428-022-01858-9,35469087,PMC10027773,https://pmc.ncbi.nlm.nih.gov/articles/PMC10027773/,FULL_TEXT_VERIFIED,NO_CORRECTION_OR_RETRACTION_FLAG_IN_PUBMED_AS_OF_2026-07-17,simulated single-case series,baseline-length and stability decision simulation,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,RQ-E,NOT_EXTRACTED_IN_RQ_E_SEARCH,NOT_EXTRACTED_IN_RQ_E_SEARCH,SCED_BASELINE_METHODS,Challenges rigid baseline-stability waiting under specified simulations but does not permit ignoring trend or using a universal short baseline.
FRV2-E-017,Some t-tests for N-of-1 trials with serial correlation,2020,STATISTICAL_METHOD_DEVELOPMENT,10.1371/journal.pone.0228077,32017772,PMC6999905,https://pmc.ncbi.nlm.nih.gov/articles/PMC6999905/,FULL_TEXT_VERIFIED,NO_CORRECTION_OR_RETRACTION_FLAG_IN_PUBMED_AS_OF_2026-07-17,simulated and clinical N-of-1 examples,serially correlated level and rate contrasts,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,CLINICAL_AND_SIMULATED,RQ-E,NOT_EXTRACTED_IN_RQ_E_SEARCH,NOT_EXTRACTED_IN_RQ_E_SEARCH,N_OF_1_SERIAL_METHODS,Ordinary independent t-tests can misstate repeated-series inference; serial structure must be specified and very few observations remain unsafe for inference.
FRV2-E-018,Single-case experimental designs: a systematic review of published research and current standards,2012,SYSTEMATIC_METHODOLOGICAL_REVIEW,10.1037/a0029312,22845874,PMC3652808,https://pmc.ncbi.nlm.nih.gov/articles/PMC3652808/,FULL_TEXT_VERIFIED,NO_CORRECTION_OR_RETRACTION_FLAG_IN_PUBMED_AS_OF_2026-07-17,409 published SCED studies,SCED design measurement baseline and analysis practices,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,MIXED_OR_NOT_REPORTED,RQ-E,NOT_EXTRACTED_IN_RQ_E_SEARCH,NOT_EXTRACTED_IN_RQ_E_SEARCH,SCED_REVIEW_OVERLAP,SCED quality cannot be reduced to point count; measurement replication trend and analysis are separate gates and analytic disagreement remains.
FRV2-E-019,"Randomized Single-Case Experimental Designs in Healthcare Research: What, Why, and How?",2019,METHODS_TUTORIAL_REVIEW,10.3390/healthcare7040143,31766188,PMC6955662,https://pmc.ncbi.nlm.nih.gov/articles/PMC6955662/,FULL_TEXT_VERIFIED,NO_CORRECTION_OR_RETRACTION_FLAG_IN_PUBMED_AS_OF_2026-07-17,healthcare SCED examples,randomized ABAB alternating-treatment multiple-baseline and changing-criterion designs,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,CLINICAL_MIXED,RQ-E,NOT_EXTRACTED_IN_RQ_E_SEARCH,NOT_EXTRACTED_IN_RQ_E_SEARCH,N_OF_1_RANDOMIZATION_METHODS,Randomize start or order where feasible and analyze the actual assignment scheme; randomization does not fix poor measurement carryover or missingness.
FRV2-E-021,Monitoring training load to understand fatigue in athletes,2014,NARRATIVE_REVIEW,10.1007/s40279-014-0253-z,25200666,PMC4213373,https://pmc.ncbi.nlm.nih.gov/articles/PMC4213373/,FULL_TEXT_VERIFIED,NO_CORRECTION_OR_RETRACTION_FLAG_IN_PUBMED_AS_OF_2026-07-17,athletes across individual and team sports,training load and fatigue monitoring,NOT_REPORTED,MIXED_OR_NOT_REPORTED,NOT_REPORTED,MIXED,RQ-E,NOT_EXTRACTED_IN_RQ_E_SEARCH,NOT_EXTRACTED_IN_RQ_E_SEARCH,ATHLETE_MONITORING_REVIEW_FAMILY,No single definitive fatigue marker exists; mixed markers require individualized contextual interpretation and cannot diagnose or clear training.
FRV2-E-022,Monitoring the athlete training response: subjective self-reported measures trump commonly used objective measures: a systematic review,2016,SYSTEMATIC_REVIEW,10.1136/bjsports-2015-094758,26423706,PMC4789708,https://pmc.ncbi.nlm.nih.gov/articles/PMC4789708/,FULL_TEXT_VERIFIED,NO_CORRECTION_OR_RETRACTION_FLAG_IN_PUBMED_AS_OF_2026-07-17,athletes in 56 original studies,subjective and objective wellbeing response to training load,NOT_REPORTED,MIXED_OR_NOT_REPORTED,NOT_REPORTED,MIXED,RQ-E,NOT_EXTRACTED_IN_RQ_E_SEARCH,NOT_EXTRACTED_IN_RQ_E_SEARCH,ATHLETE_MONITORING_REVIEW_FAMILY,Subjective and objective measures often disagree; preserve streams and provenance rather than fusing them into a causal readiness or safety score.
FRV2-E-023,Single-subject research designs and data analyses for assessing elite athletes' conditioning,2004,SPORT_SPECIFIC_METHOD_REVIEW,10.2165/00007256-200434150-00003,15575794,NOT_REPORTED,https://pubmed.ncbi.nlm.nih.gov/15575794/,ABSTRACT_ONLY,NO_CORRECTION_OR_RETRACTION_FLAG_IN_PUBMED_AS_OF_2026-07-17,elite athletes,individual conditioning interventions and performance,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,ELITE,RQ-E,NOT_EXTRACTED_IN_RQ_E_SEARCH,NOT_EXTRACTED_IN_RQ_E_SEARCH,SPORT_SCED_METHODS,Reviews AB reversal multiple-baseline and alternating-treatment designs for elite conditioning; serial dependency and applied design constraints remain.
